name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
"Gorgeous sunny, queen size room Brooklyn",Brooklyn,Bushwick,40.6911,-73.90942,Private room,90,1,2,2019-04-11,0.25,1,29
Modern & Spacious Luxe Apt,Brooklyn,East New York,40.67474,-73.87187,Entire home/apt,200,3,1,2019-01-02,0.16,4,4
"""MI Casa es su Casa """,Bronx,Belmont,40.85336,-73.88549,Private room,65,3,26,2019-06-29,2.83,2,46
Bright and spacious loft in East Village,Manhattan,East Village,40.72352,-73.98277,Private room,100,2,11,2019-02-24,1.21,1,0
Gorgeous Two Bedroom in Soho,Manhattan,Little Italy,40.71938,-73.99448,Entire home/apt,130,30,1,2019-02-02,0.19,11,332
Bright and large room in the heart of Williamsburg,Brooklyn,Williamsburg,40.71485,-73.95324,Private room,75,1,13,2019-02-15,1.41,3,0
Spacious apartment in Brooklyn,Brooklyn,Gravesend,40.59147,-73.97566,Private room,70,1,1,2019-03-02,0.23,1,0
Small and cozy room in the heart of Williamsburg,Brooklyn,Williamsburg,40.71641,-73.95477,Private room,55,1,4,2019-01-03,0.45,3,0
Cozy & Beautiful Private Room w/Nearby Coffee Shop,Brooklyn,Bushwick,40.68589,-73.91422,Private room,55,2,15,2019-05-26,1.72,2,0
TIMES SQ. MEETS BRYANT PARK #1 ULTIMATE LOCATION!,Manhattan,Hell's Kitchen,40.75603,-73.99214,Entire home/apt,125,30,3,2018-11-05,0.34,1,226
Private 1 Bedroom on Top Floor Apartment Building,Manhattan,Lower East Side,40.72165,-73.98695,Entire home/apt,175,2,11,2019-07-07,1.2,2,6
Charming home in Manhattan's most iconic street!,Manhattan,Chinatown,40.71447,-73.99737,Private room,125,2,35,2019-07-07,3.82,1,315
한성 韓城 Han A (2FL),Queens,Flushing,40.76126,-73.81549,Private room,48,1,35,2019-07-01,3.79,5,79
한성 韓城 Han B (2F),Queens,Flushing,40.76237,-73.8157,Private room,48,1,39,2019-06-28,4.21,5,84
Shared Room 4 FEMALE Guests 30mins to Manhattan-4,Brooklyn,Sheepshead Bay,40.59658,-73.95944,Shared room,50,7,6,2019-05-17,0.7,10,311
"Modern, Stylish and Peaceful Sanctuary",Manhattan,Washington Heights,40.83693,-73.93643,Entire home/apt,80,1,20,2019-06-28,2.59,1,28
"Privet Room in a 4 Bed 1.5 Bath Apt, Ridgewood",Queens,Glendale,40.70002,-73.89364,Private room,35,7,1,2018-10-20,0.11,1,365
Cozy sunlit Little Italy apartment!,Manhattan,Little Italy,40.71824,-73.99796,Private room,95,2,2,2019-06-23,2.0,2,23
Cozy Private Room in East Village,Manhattan,East Village,40.73199,-73.98857,Private room,90,3,1,2019-01-07,0.16,1,5
"Large, sunny WBurg  apartment steps from L train",Brooklyn,Williamsburg,40.70946,-73.94966,Entire home/apt,85,7,4,2019-07-01,0.59,1,357
Sunny and Convenient Park Slope Room,Brooklyn,South Slope,40.66656,-73.98204,Private room,85,2,18,2019-05-30,1.99,2,0
Manhattan Club NY-One Bedroom Suite-Sleeps 4,Manhattan,Midtown,40.76412,-73.98017,Private room,425,4,0,,,1,0
Private room in huge 2 bedroom-Prospect Heights,Brooklyn,Prospect Heights,40.67737,-73.97159,Private room,90,8,1,2018-12-21,0.15,1,156
Williamsburg 2 bedrooms 1 bathroom Private entry,Brooklyn,Williamsburg,40.71345,-73.95,Entire home/apt,175,2,17,2019-06-24,1.83,2,0
ASTORIA ROOM  very nice with  Balcony N/W train,Queens,Astoria,40.76322,-73.91132,Private room,80,1,7,2019-05-26,0.76,1,85
FT GREENE STUDIO (1BD FEEL) NEAR ALL SUBWAYS,Brooklyn,Fort Greene,40.68515,-73.97381,Entire home/apt,134,2,15,2019-05-26,1.91,1,41
Studio,Manhattan,Upper West Side,40.79639,-73.96889,Entire home/apt,150,2,8,2018-12-17,0.9,1,0
Cozy Private Room,Brooklyn,Gravesend,40.59075,-73.98359,Private room,40,2,10,2018-12-30,1.11,2,0
AVery neat one bedroom.,Brooklyn,Bedford-Stuyvesant,40.68252,-73.91165,Private room,55,3,1,2018-12-31,0.16,2,89
Your Sanctuary in the city,Brooklyn,Williamsburg,40.71179,-73.9387,Private room,60,1,41,2019-06-28,4.42,2,5
"Beautiful Bedroom in Bushwick, Brooklyn!",Brooklyn,Bushwick,40.70249,-73.92557,Private room,74,1,26,2019-06-30,2.9,2,34
Ensuite bathroom paradise,Brooklyn,Carroll Gardens,40.68035,-73.99611,Private room,69,5,4,2019-04-24,0.45,1,0
"Sunny, Modern Williamsburg Condo Steps from Train",Brooklyn,Williamsburg,40.71441,-73.95229,Entire home/apt,160,2,21,2019-07-02,3.28,1,335
1Comfortable Shared Apt in Hell’s Kitchen,Manhattan,Hell's Kitchen,40.76249,-73.98807,Shared room,65,1,17,2019-06-23,4.77,8,198
Cozy Newly Apartment Close To Manhattan,Queens,Jackson Heights,40.75281,-73.87654,Entire home/apt,128,3,33,2019-06-28,4.01,1,325
Ex-Large 2 Bedroom Apartment Harlem Delight!,Manhattan,Harlem,40.80879,-73.94813,Entire home/apt,250,28,7,2019-06-02,1.02,1,183
Queens home in quiet neighborhood Room 2,Queens,St. Albans,40.70459,-73.76271,Private room,45,2,15,2019-06-30,1.67,2,262
"Spacious, Cozy, ENTIRE One Bedroom Apartment",Brooklyn,Sunset Park,40.63902,-74.01837,Entire home/apt,100,28,4,2019-05-31,0.59,1,219
COOL URBAN COMFORT - ARTSY BUSHWICK,Brooklyn,Williamsburg,40.70574,-73.92809,Private room,65,2,7,2019-01-12,0.77,1,255
"Brand new apartment in Queens, NY",Queens,Briarwood,40.71047,-73.81562,Private room,350,4,1,2018-10-07,0.11,1,90
"Bright, spacious room with breakfast in New York",Manhattan,Harlem,40.8258,-73.95392,Private room,120,3,3,2019-03-26,0.36,1,295
Beautiful Large NYC 1 Bedroom With Views,Manhattan,Morningside Heights,40.81088,-73.95677,Entire home/apt,135,2,4,2019-06-08,0.53,1,22
#5 Quadruple private bedroom for 1-4 people,Bronx,Mott Haven,40.81322,-73.91696,Private room,42,5,7,2019-07-01,1.08,4,321
Cozy Artists Apartment in Central Harlem,Manhattan,East Harlem,40.80771,-73.93853,Private room,66,1,21,2019-06-20,2.63,1,64
Cozy sun-soaked bedroom in Harlem,Manhattan,Harlem,40.81723,-73.93616,Private room,80,2,3,2018-12-09,0.34,1,0
ROOM Astoria 8 min to NWR train nice Neighborhood,Queens,Astoria,40.76538,-73.91168,Private room,105,1,2,2018-12-02,0.23,1,359
The  NYC Getaway Space,Bronx,Kingsbridge,40.87072,-73.89974,Private room,65,2,0,,,4,364
Modern Brooklyn Studio By The Beach,Brooklyn,Brighton Beach,40.58001,-73.96266,Entire home/apt,80,1,51,2019-07-04,5.71,1,303
Winter Escape in Classic Brooklyn Brownstone,Brooklyn,Prospect Heights,40.67861,-73.96999,Entire home/apt,400,32,1,2018-12-30,0.16,1,0
Clinton Hill Sunny Room,Brooklyn,Clinton Hill,40.68883,-73.96141,Private room,55,3,2,2019-01-05,0.31,1,0
CAMAROTE SOLO PARA MUJERES/HABITACIÓN COMPARTIDA,Queens,Corona,40.73894,-73.86477,Shared room,40,2,10,2019-06-09,1.19,6,356
"15 minutes to Manhattan, Times square",Queens,Long Island City,40.75507,-73.91822,Private room,70,1,2,2019-07-07,2.0,1,342
CB3 BROOKLYN,Brooklyn,Bedford-Stuyvesant,40.69402,-73.94679,Private room,72,6,6,2019-05-23,0.76,3,66
PRIVATE SINGLES CLEAN BEDROOM NY 6 TRAIN NO CURFEW,Bronx,Soundview,40.83144,-73.86639,Private room,38,2,11,2019-04-21,1.29,3,188
Affordable 5-P Room n Private bath,Brooklyn,Borough Park,40.63376,-74.00541,Private room,45,1,3,2019-05-26,0.42,7,357
Astoria Hideaway,Queens,Ditmars Steinway,40.76976,-73.90314,Private room,500,1,0,,,1,89
Bronx Suite,Bronx,Mott Haven,40.81017,-73.92266,Private room,79,2,2,2019-01-02,0.23,1,88
Spacious Apartment Located By Central Park,Manhattan,Upper West Side,40.78857,-73.97072,Entire home/apt,295,3,19,2019-06-18,2.16,1,77
Cozy Nest in the heart of Williamsburg Brooklyn,Brooklyn,Williamsburg,40.71193,-73.95122,Entire home/apt,120,2,40,2019-06-28,4.88,1,13
"Small Cozy Room in Astoria, Queens",Queens,Astoria,40.76696,-73.91108,Private room,55,1,4,2019-01-02,0.45,3,0
Apartment by Central Park,Manhattan,Upper West Side,40.79574,-73.96192,Private room,70,6,22,2019-05-31,2.42,1,0
"ENJOY MANHATTAN
NEAR TO YANKE STADIUM",Bronx,Mott Haven,40.80958,-73.91895,Private room,120,1,29,2019-06-28,3.15,4,312
Cosy room with Queen bed,Queens,Woodside,40.74459,-73.91167,Private room,90,1,2,2019-05-18,0.77,2,173
Brooklyn Sanctuary,Brooklyn,East Flatbush,40.63931,-73.94451,Private room,125,1,7,2019-01-01,0.76,2,364
Hidden Gem in the Upper East Side,Manhattan,Upper East Side,40.77513,-73.94977,Entire home/apt,135,1,20,2019-03-12,2.74,1,1
1BR in a Stunning LES apt -W/D /2Bath-Top Location,Manhattan,Lower East Side,40.71241,-73.98913,Private room,120,3,5,2019-01-02,0.55,3,361
Amazing Penthouse,Brooklyn,Greenpoint,40.73079,-73.95193,Entire home/apt,350,1,1,2018-11-10,0.12,33,0
Industrial Loft Living in NYC,Bronx,Mott Haven,40.81102,-73.92778,Entire home/apt,81,4,5,2019-05-28,0.62,1,0
Entire suite with breathtaking views of NYC,Manhattan,Theater District,40.75866,-73.98535,Entire home/apt,850,1,24,2019-06-19,3.51,3,269
Spacious bedroom near to subway,Queens,Jackson Heights,40.75346,-73.88397,Private room,68,4,22,2019-07-07,2.45,4,100
New York on the Ocean,Brooklyn,Brighton Beach,40.57504,-73.95551,Entire home/apt,105,2,6,2019-06-24,0.85,2,332
Jul Discount! Beautiful Apartment for 3 in NYC,Manhattan,Harlem,40.80872,-73.94274,Entire home/apt,200,31,25,2019-06-18,2.81,4,91
British Room @ Columbia Uni.,Manhattan,Morningside Heights,40.80445,-73.96373,Private room,75,1,29,2019-06-23,3.33,3,8
"Modern, Bright, & Cheerful - Free Cleaning & WiFi",Brooklyn,Bushwick,40.70529,-73.92535,Private room,40,30,1,2018-11-22,0.13,3,54
Pretty Williamsburg Loft,Brooklyn,Williamsburg,40.71001,-73.96101,Entire home/apt,215,1,5,2019-06-26,2.21,1,165
"Bright & Cozy Private Room—Williamsburg, Brooklyn",Brooklyn,Williamsburg,40.70951,-73.95443,Private room,80,3,1,2018-10-28,0.12,1,8
Quaint Bedroom in Forest Hills,Queens,Forest Hills,40.7111,-73.84099,Private room,150,2,1,2019-01-07,0.16,3,365
Modern East Village Apt - Available Last Minute,Manhattan,East Village,40.723,-73.97753,Entire home/apt,112,2,4,2019-04-21,0.5,1,0
Spacious Basement Bedroom in Duplex w/ yard access,Brooklyn,Bushwick,40.70631,-73.92064,Private room,42,2,2,2019-01-21,0.26,1,0
Designer Studio with Private Terrace,Manhattan,Upper West Side,40.78127,-73.98366,Entire home/apt,80,3,10,2019-03-03,1.51,1,0
Comfy Van,Manhattan,SoHo,40.72725,-74.00245,Entire home/apt,89,1,45,2019-06-30,4.93,8,34
BSM.1. Shered room for 4-5 guests,Brooklyn,Prospect-Lefferts Gardens,40.66017,-73.9475,Shared room,25,2,4,2019-06-07,0.53,6,365
Your TICKET to TIMES SQUARE New York,Manhattan,Hell's Kitchen,40.76247,-73.99254,Entire home/apt,120,5,0,,,3,40
4th floor art,Manhattan,Washington Heights,40.85277,-73.92916,Entire home/apt,120,2,16,2019-06-23,1.8,4,365
Gramercy 3 Bedroom - Central to Everything! #10294,Manhattan,Gramercy,40.73551,-73.98546,Entire home/apt,350,2,29,2019-07-05,3.27,1,65
Hostel - Twin-sized Bed in Shared Room in Brooklyn,Brooklyn,Bushwick,40.70652,-73.91784,Shared room,25,4,14,2019-06-05,1.56,5,62
Spacious Bedroom for 2 w/ washer/dryer + backyard,Brooklyn,Bushwick,40.70229,-73.92223,Private room,85,1,40,2019-06-09,4.62,1,354
Hostel - Full-sized Bed in Shared Room in Brooklyn,Brooklyn,Bushwick,40.70431,-73.91584,Shared room,25,4,17,2019-06-23,1.88,5,80
Cozy waterfront studio in downtown Manhattan.,Manhattan,Battery Park City,40.71138,-74.01575,Entire home/apt,200,1,9,2019-01-01,1.01,1,0
"In the heart of Hell’s Kitchen , Time Sqare.",Manhattan,Hell's Kitchen,40.76177,-73.99426,Entire home/apt,575,6,0,,,1,83
Comfy Minimalist Room W/ Private Entrance,Brooklyn,Crown Heights,40.675,-73.91903,Private room,48,30,2,2018-11-01,0.23,2,89
"Large luxury 1 BR with views, greenwich village!",Manhattan,Greenwich Village,40.73069,-73.9932,Entire home/apt,350,2,5,2019-05-19,0.59,1,0
★ Your Cozy Home I Taxi Service I Backyard ★,Brooklyn,Canarsie,40.63655,-73.91065,Entire home/apt,78,1,10,2019-06-16,2.17,1,3
"Cosy Midtown New York Place, Ideal for 1 Person!",Manhattan,Chelsea,40.75049,-73.99809,Entire home/apt,69,1,2,2018-10-30,0.24,1,1
Amazing Room w/ Private Bathroom - Near to Subway,Brooklyn,Bedford-Stuyvesant,40.67941,-73.90849,Private room,55,4,11,2019-04-28,1.2,3,0
Fun in the Financial District,Manhattan,Financial District,40.70538,-74.00742,Shared room,150,2,11,2019-06-18,1.33,1,270
Chill Room in soho,Manhattan,SoHo,40.72182,-73.99963,Private room,134,1,3,2018-12-05,0.36,1,70
Home,Queens,Maspeth,40.74079,-73.90057,Private room,42,1,1,2018-10-07,0.11,1,178
"Private bedroom close to Times Square, Manhattan",Manhattan,Hell's Kitchen,40.76108,-73.99358,Private room,100,1,15,2019-06-10,1.74,1,27
A Cozy Beautiful  Brooklyn Overlooking Park space,Brooklyn,Crown Heights,40.67175,-73.9436,Entire home/apt,80,4,12,2019-07-04,1.86,1,29
Modern room in Williamsburg,Brooklyn,Williamsburg,40.71168,-73.95626,Private room,67,1,15,2019-01-13,1.65,3,0
Convenient room in Williamsburg,Brooklyn,Williamsburg,40.70987,-73.95818,Private room,66,1,45,2019-06-23,4.91,3,75
COZY Single Bed @Williamsburg NY Lorimer Ltrain!,Brooklyn,Williamsburg,40.71164,-73.95173,Private room,95,2,7,2019-04-15,0.77,4,3
"Park Avenue midtown apartment, walk to everything",Manhattan,Murray Hill,40.74836,-73.9807,Shared room,800,2,12,2019-06-27,1.4,1,220
"MODERN 2BD WITH ROOFTOP, DOWNTOWN MANHATTAN",Manhattan,Financial District,40.7105,-74.00845,Entire home/apt,249,20,0,,,2,0
Luxury pied-à-terre in Carroll Gdns carriage hse,Brooklyn,Carroll Gardens,40.68132,-73.99169,Entire home/apt,175,2,14,2019-05-25,2.05,1,119
Midtown studio with balcony,Manhattan,Hell's Kitchen,40.76479,-73.98831,Entire home/apt,200,5,2,2018-10-30,0.23,1,15
Cozy place to stay 7 minutes from Manhattan...,Queens,Astoria,40.76172,-73.92098,Private room,100,3,2,2019-05-20,0.94,1,364
"Best Homestay  25 min Manhattan , Barclays Center",Brooklyn,East Flatbush,40.65554,-73.9184,Private room,70,7,0,,,9,365
金色上房,Queens,Flushing,40.75914,-73.83352,Private room,70,1,5,2019-06-04,0.82,4,5
Cozy & Large NYC Private Suite!,Bronx,Olinville,40.88453,-73.86273,Private room,80,2,20,2019-05-03,2.2,1,188
Doris’s Fresh House,Queens,College Point,40.79439,-73.84675,Private room,60,2,19,2019-07-01,2.11,1,331
Entire Space -  Large Apartment - Clean 2&5 Trains,Brooklyn,Flatbush,40.63517,-73.96221,Entire home/apt,89,1,22,2019-06-08,2.48,1,35
"Great home stay,Manhattan Barclay Center 25minutes",Brooklyn,East Flatbush,40.65454,-73.91885,Private room,90,7,1,2019-06-02,0.79,9,365
Cozy renovated NYC Gateway - 7 min M/R Train (2),Queens,Woodside,40.75368,-73.90216,Private room,53,2,33,2019-06-19,3.67,5,157
Luxurious Huge Room Same Street As The Subway!,Brooklyn,Bedford-Stuyvesant,40.67872,-73.90967,Private room,90,1,51,2019-06-24,5.56,2,224
MJS HOME,Queens,Queens Village,40.71059,-73.74515,Entire home/apt,60,3,25,2019-06-17,3.16,1,143
"Entire Brooklyn apartment, safe, quiet with garden",Brooklyn,Midwood,40.62795,-73.96281,Entire home/apt,125,3,6,2019-06-23,0.71,3,173
Sublet - Queen size bedroom in Bushwick,Brooklyn,Bushwick,40.70166,-73.93062,Private room,50,5,0,,,1,0
PRIME LOCATION CLEAN SOHO PRIVATE ROOM 2 BEDROOM,Manhattan,SoHo,40.72614,-74.00076,Private room,115,1,31,2019-06-12,3.39,1,1
Riverside doorman and concierge,Manhattan,Upper West Side,40.77708,-73.98791,Entire home/apt,138,3,24,2019-07-03,2.69,1,1
Cozy quiet private room,Manhattan,Harlem,40.79913,-73.95357,Private room,120,5,3,2018-12-09,0.38,1,0
Near JFK air train nice spot,Queens,Jamaica,40.70094,-73.81446,Private room,60,1,37,2019-03-09,4.17,1,0
Beautiful room in Sunset Park,Brooklyn,Sunset Park,40.65209,-74.01136,Private room,112,1,10,2019-05-02,1.15,2,0
Charming Brooklyn 2 Bedroom w/Character,Brooklyn,East Flatbush,40.63853,-73.94869,Entire home/apt,140,3,33,2019-07-02,4.01,2,116
Upper East Side Spacious 2 BR with Balcony,Manhattan,Upper East Side,40.77003,-73.95018,Entire home/apt,199,20,0,,,1,337
Welcome to Woodside!,Queens,Woodside,40.74218,-73.90403,Private room,31,1,1,2018-10-14,0.11,1,0
Clinton Hill loft for your creative side.,Brooklyn,Bedford-Stuyvesant,40.69196,-73.95969,Entire home/apt,100,3,5,2019-01-09,0.57,1,0
Rose in Spanish Harlem 2,Manhattan,East Harlem,40.79006,-73.94969,Private room,120,2,27,2019-06-18,3.29,2,188
Unique Penthouse,Manhattan,NoHo,40.72904,-73.99344,Entire home/apt,225,1,2,2018-12-11,0.24,33,179
Charming 1 Bedroom Apartment in Greenwich Village,Manhattan,West Village,40.73255,-74.00173,Entire home/apt,157,5,1,2018-11-26,0.13,1,0
Unique bohemian modern apartment,Brooklyn,Williamsburg,40.71705,-73.96545,Entire home/apt,275,30,2,2019-05-08,0.68,1,77
Quite room. 15 mins to JFK & 20 mins to Manhattan,Brooklyn,Cypress Hills,40.67855,-73.86961,Private room,80,1,3,2019-01-02,0.42,1,1
"Private Room, Bath & Entry w/ Free Parking in NYC",Queens,Forest Hills,40.72096,-73.8539,Entire home/apt,99,2,44,2019-07-01,4.94,2,35
Sunny apartment with piano + yard!,Brooklyn,Bedford-Stuyvesant,40.69898,-73.94705,Entire home/apt,85,3,34,2019-07-01,4.36,1,42
The Bronx Studio,Bronx,Wakefield,40.89385,-73.8448,Entire home/apt,80,3,6,2018-12-31,0.71,1,0
Split level walk-in Masterbedroom,Queens,East Elmhurst,40.76274,-73.86866,Private room,79,1,8,2019-06-02,1.26,7,96
"Hip, Light & Plant Filled Studio in Prime Harlem",Manhattan,Harlem,40.81562,-73.94712,Entire home/apt,150,5,3,2018-12-02,0.38,1,0
Central park lovely cozy room,Manhattan,Upper East Side,40.77345,-73.95386,Private room,100,1,76,2019-07-03,9.58,2,281
Beautiful cosy room in a Luxury Building,Brooklyn,Bedford-Stuyvesant,40.69156,-73.95307,Private room,87,2,3,2019-01-02,0.35,1,0
Gem of East New York,Brooklyn,East New York,40.66737,-73.87551,Private room,150,2,1,2018-12-14,0.14,2,354
Upper East Side Cozy Private Room,Manhattan,Upper East Side,40.77375,-73.9541,Private room,100,1,59,2019-06-29,7.31,2,257
Amazing room for your  holidays,Manhattan,Harlem,40.82452,-73.94427,Private room,56,3,17,2019-06-22,2.63,1,228
Private Crown Heights bedroom near 2/5 Trains,Brooklyn,Prospect-Lefferts Gardens,40.66226,-73.94855,Private room,70,2,4,2019-04-19,0.46,1,321
Charming Brooklyn 1 Bedroom Apartment w/Character,Brooklyn,East Flatbush,40.63905,-73.95046,Entire home/apt,120,3,23,2019-07-01,2.79,2,121
Cozy UES studio,Manhattan,Upper East Side,40.76731,-73.95843,Entire home/apt,155,1,50,2019-06-21,5.75,1,8
HABITACION PRIVADA PARA TI EN NYC.. PRIVATE ROOM,Bronx,Fordham,40.85791,-73.89528,Private room,39,2,24,2019-06-22,2.73,1,211
Cute and roomy 2br Clinton Hill hideaway,Brooklyn,Clinton Hill,40.69416,-73.96866,Entire home/apt,200,3,2,2018-12-28,0.22,1,16
"Cozy, Sunny Bedroom near Times Square/hk",Manhattan,Hell's Kitchen,40.76129,-73.9943,Private room,250,1,4,2018-12-16,0.44,1,365
Cozy financial district manhattan spot,Manhattan,Financial District,40.70494,-74.00964,Entire home/apt,220,1,8,2019-06-06,0.89,1,0
Lovely double bedroom in the centre of it all,Manhattan,Chinatown,40.7147,-73.99279,Private room,106,2,9,2019-05-25,1.12,3,117
"Queen bed behind living room curtain, cheap, good",Queens,Rego Park,40.73095,-73.86411,Shared room,40,1,25,2019-07-03,2.9,2,78
Cultured NYC 2.0,Bronx,Fordham,40.85765,-73.90351,Private room,48,2,18,2019-04-13,2.0,2,34
Cozy Studio Alcove in the heart of East Village!!,Manhattan,East Village,40.72759,-73.98786,Entire home/apt,125,1,11,2018-12-10,1.26,1,0
"Large apt in trendy, hipster Ridgewood/Bushwick BK",Brooklyn,Bushwick,40.70426,-73.91308,Entire home/apt,150,5,1,2018-11-12,0.13,1,0
Private Bathroom & Bedroom in Williamsburg,Brooklyn,Williamsburg,40.71954,-73.94329,Private room,68,2,5,2019-03-31,0.61,1,4
"Private room by LGA, Citifield and near Manhattan.",Queens,Jackson Heights,40.75491,-73.88313,Private room,49,2,10,2019-04-23,1.15,1,5
Large 2 Bedroom Gem,Brooklyn,Crown Heights,40.66506,-73.95177,Entire home/apt,185,2,6,2019-06-16,0.79,2,2
Lovely private bedroom in Manhattan,Manhattan,Inwood,40.86565,-73.92348,Private room,50,2,44,2019-07-07,4.85,1,271
Cozy 1 bedroom in Murray Hill.,Manhattan,Murray Hill,40.74466,-73.9737,Entire home/apt,140,1,0,,,1,0
QUEEN BED - GREAT LOCATION NEXT TO METRO,Brooklyn,Bedford-Stuyvesant,40.69558,-73.94697,Private room,65,30,21,2019-05-13,2.31,3,365
"HUGE Art-Loft Warehouse in Bushwick, Brooklyn",Brooklyn,Bushwick,40.70752,-73.92217,Entire home/apt,120,2,9,2019-04-21,1.03,1,0
One Bdrm Apt w/ Extraordinary Views of Downtown,Manhattan,Financial District,40.71148,-74.01283,Entire home/apt,230,3,8,2019-05-26,0.95,1,23
Modern huge room in Brooklyn,Brooklyn,Bedford-Stuyvesant,40.69167,-73.948,Private room,60,1,7,2019-01-01,0.78,2,28
Small & comfy Bedroom near Brooklyn college.,Brooklyn,Flatbush,40.6355,-73.95205,Private room,60,1,12,2019-06-10,1.34,1,90
Private room in a Bohemian Bushwick Loft! c,Brooklyn,Williamsburg,40.70266,-73.93413,Private room,60,3,12,2019-06-30,2.55,3,73
"AFFORDABLE ROOM, 5 MINUTES TO MANHATTAN!",Brooklyn,Williamsburg,40.70964,-73.95969,Private room,60,1,81,2019-06-21,8.97,4,0
Large Shared Studio (your own bed) - Luxury+Views!,Manhattan,Upper West Side,40.77169,-73.99117,Shared room,79,3,4,2019-07-01,0.5,1,76
"Upper West Side, 1800 sq/ft private apartment",Manhattan,Upper West Side,40.79566,-73.96954,Entire home/apt,275,2,8,2019-07-01,0.99,1,24
Amazing place close to all,Manhattan,East Harlem,40.79511,-73.9373,Entire home/apt,220,3,21,2019-06-30,4.04,1,24
24 Lex Prime Location of East NYC 15min to TimeSq,Manhattan,Kips Bay,40.73945,-73.98168,Entire home/apt,95,2,39,2019-06-22,4.33,4,74
Cozy 1bd in Kensington,Brooklyn,Kensington,40.64046,-73.97233,Entire home/apt,130,1,2,2019-05-27,1.28,1,95
Upper East Side room with full size bed,Manhattan,East Harlem,40.79055,-73.94867,Private room,85,1,6,2018-12-02,0.67,1,0
